frame,speed,steering_angle
000000,0.05,0.0
000001,0.1,0.0
000002,0.15000000000000002,0.0
000003,0.2,0.0
000004,0.25,0.0
000005,0.3,0.0
000006,0.35,0.0
000007,0.39999999999999997,0.0
000008,0.44999999999999996,0.0
000009,0.49999999999999994,0.0
000010,0.5499999999999999,0.0
000011,0.6,0.0
000012,0.65,0.0
000013,0.7000000000000001,0.0
000014,0.7500000000000001,0.0
000015,0.8000000000000002,0.0
000016,0.8500000000000002,0.0
000017,0.9000000000000002,0.0
000018,0.9500000000000003,0.0
000019,1.0,0.0
000020,1.0,-0.1
000021,1.0,-0.2
000022,1.0,-0.30000000000000004
000023,1.0,-0.4
000024,1.0,-0.5
000025,1.0,-0.6
000026,1.0,-0.7
000027,1.0,-0.7999999999999999
000028,1.0,-0.8999999999999999
000029,1.0,-0.9999999999999999
000030,1.0,-1.0
000031,1.0,-1.0
000032,1.0,-1.0
000033,1.0,-1.0
000034,1.0,-1.0
000035,1.0,-1.0
000036,1.0,-1.0
000037,1.0,-1.0
000038,1.0,-1.0
000039,1.0,-1.0
000040,1.0,-1.0
000041,1.0,-1.0
000042,1.0,-1.0
000043,1.0,-1.0
000044,0.95,-1.0
000045,0.8999999999999999,-1.0
000046,0.8499999999999999,-1.0
000047,0.7999999999999998,-1.0
000048,0.7499999999999998,-1.0
000049,0.6999999999999997,-1.0
000050,0.6999999999999997,0.0
000051,0.7499999999999998,0.0
000052,0.7999999999999998,0.0
000053,0.8499999999999999,0.0
000054,0.8999999999999999,0.0
000055,0.95,0.0
000056,1.0,0.0
000057,1.0,0.0
000058,1.0,0.0
000059,1.0,0.0
000060,1.0,0.0
000061,1.0,0.0
000062,1.0,-0.1
000063,1.0,-0.2
000064,1.0,-0.30000000000000004
000065,1.0,-0.4
000066,0.95,-0.4
000067,0.8999999999999999,-0.4
000068,0.8499999999999999,-0.4
000069,0.7999999999999998,-0.4
000070,0.7499999999999998,-0.4
000071,0.6999999999999997,-0.4
000072,0.6499999999999997,-0.4
000073,0.5999999999999996,-0.4
000074,0.5499999999999996,-0.4
000075,0.4999999999999996,-0.4
000076,0.4499999999999996,-0.4
000077,0.39999999999999963,-0.4
000078,0.34999999999999964,-0.4
000079,0.29999999999999966,-0.4
000080,0.24999999999999967,-0.4
000081,0.19999999999999968,-0.4
000082,0.1499999999999997,-0.4
000083,0.09999999999999969,-0.4
000084,0.049999999999999684,-0.4
000085,-3.191891195797325e-16,-0.4
000086,-0.05000000000000032,-0.4
000087,-0.10000000000000032,-0.4
000088,-0.15000000000000033,-0.4
000089,-0.15000000000000033,0.0
000090,-0.15000000000000033,0.0
000091,-0.10000000000000032,0.0
000092,-0.05000000000000032,0.0
000093,-3.191891195797325e-16,0.0
000094,0.049999999999999684,0.0
000095,0.09999999999999969,0.0
000096,0.1499999999999997,0.0
000097,0.19999999999999968,0.0
000098,0.24999999999999967,0.0
000099,0.29999999999999966,0.0
000100,0.34999999999999964,0.0
000101,0.39999999999999963,0.0
000102,0.4499999999999996,0.0
000103,0.4999999999999996,0.0
000104,0.5499999999999996,0.0
000105,0.5999999999999996,0.0
000106,0.6499999999999997,0.0
000107,0.6999999999999997,0.0
000108,0.7499999999999998,0.0
000109,0.7999999999999998,0.0
000110,0.7999999999999998,-0.1
000111,0.7999999999999998,-0.2
000112,0.7999999999999998,-0.30000000000000004
000113,0.7999999999999998,-0.20000000000000004
