frame,speed,steering_angle
000000,0.05,0.0
000001,0.1,0.0
000002,0.15000000000000002,0.0
000003,0.2,0.0
000004,0.25,0.0
000005,0.2,0.0
000006,0.15000000000000002,0.0
000007,0.2,0.0
000008,0.2,-0.1
000009,0.15000000000000002,-0.1
000010,0.10000000000000002,-0.1
000011,0.05000000000000002,-0.1
000012,0.05000000000000002,-0.2
000013,0.05000000000000002,-0.30000000000000004
000014,0.05000000000000002,-0.4
000015,0.05000000000000002,-0.30000000000000004
000016,0.05000000000000002,-0.20000000000000004
000017,0.10000000000000002,-0.20000000000000004
000018,0.15000000000000002,-0.20000000000000004
000019,0.15000000000000002,-0.30000000000000004
000020,0.15000000000000002,-0.20000000000000004
000021,0.15000000000000002,-0.10000000000000003
000022,0.15000000000000002,-0.20000000000000004
000023,0.15000000000000002,-0.10000000000000003
000024,0.15000000000000002,-0.20000000000000004
000025,0.15000000000000002,-0.30000000000000004
000026,0.2,-0.30000000000000004
000027,0.2,-0.20000000000000004
000028,0.2,-0.10000000000000003
000029,0.15000000000000002,-0.10000000000000003
000030,0.10000000000000002,-0.10000000000000003
000031,0.05000000000000002,-0.10000000000000003
000032,0.05000000000000002,-0.20000000000000004
000033,0.05000000000000002,-0.30000000000000004
000034,0.05000000000000002,-0.4
000035,0.10000000000000002,-0.4
000036,0.15000000000000002,-0.4
000037,0.15000000000000002,-0.30000000000000004
000038,0.2,-0.30000000000000004
000039,0.2,-0.20000000000000004
000040,0.2,-0.10000000000000003
000041,0.2,-2.7755575615628914e-17
000042,0.15000000000000002,-2.7755575615628914e-17
000043,0.10000000000000002,-2.7755575615628914e-17
000044,0.05000000000000002,-2.7755575615628914e-17
000045,1.3877787807814457e-17,-2.7755575615628914e-17
000046,1.3877787807814457e-17,-0.10000000000000003
000047,0.05000000000000002,-0.10000000000000003
000048,0.10000000000000002,-0.10000000000000003
000049,0.10000000000000002,-2.7755575615628914e-17
000050,0.15000000000000002,-2.7755575615628914e-17
000051,0.15000000000000002,-0.10000000000000003
000052,0.15000000000000002,-0.20000000000000004
000053,0.15000000000000002,-0.30000000000000004
000054,0.15000000000000002,-0.4
000055,0.15000000000000002,-0.30000000000000004
000056,0.15000000000000002,-0.20000000000000004
000057,0.15000000000000002,-0.10000000000000003
000058,0.15000000000000002,-0.20000000000000004
000059,0.2,-0.20000000000000004
000060,0.2,-0.10000000000000003
000061,0.2,-0.20000000000000004
000062,0.2,-0.30000000000000004
000063,0.2,-0.4
000064,0.2,-0.30000000000000004
000065,0.2,-0.20000000000000004
000066,0.15000000000000002,-0.20000000000000004
000067,0.15000000000000002,-0.10000000000000003
000068,0.15000000000000002,-2.7755575615628914e-17
000069,0.10000000000000002,-2.7755575615628914e-17
000070,0.05000000000000002,-2.7755575615628914e-17
000071,0.05000000000000002,-0.10000000000000003
000072,0.05000000000000002,-0.20000000000000004
000073,0.05000000000000002,-0.30000000000000004
000074,0.05000000000000002,-0.4
000075,0.05000000000000002,-0.30000000000000004
000076,0.05000000000000002,-0.20000000000000004
000077,0.05000000000000002,-0.10000000000000003
000078,0.05000000000000002,-0.20000000000000004
000079,0.05000000000000002,-0.30000000000000004
000080,0.10000000000000002,-0.30000000000000004
000081,0.10000000000000002,-0.20000000000000004
000082,0.10000000000000002,-0.30000000000000004
000083,0.15000000000000002,-0.30000000000000004
000084,0.2,-0.30000000000000004
000085,0.2,-0.20000000000000004
000086,0.2,-0.10000000000000003
000087,0.15000000000000002,-0.10000000000000003
000088,0.10000000000000002,-0.10000000000000003
000089,0.10000000000000002,-2.7755575615628914e-17
000090,0.10000000000000002,0.09999999999999998
000091,0.10000000000000002,-2.7755575615628914e-17
000092,0.15000000000000002,-2.7755575615628914e-17
000093,0.15000000000000002,-0.10000000000000003
000094,0.15000000000000002,-0.20000000000000004
000095,0.15000000000000002,-0.30000000000000004
000096,0.10000000000000002,-0.30000000000000004
000097,0.05000000000000002,-0.30000000000000004
000098,1.3877787807814457e-17,-0.30000000000000004
000099,1.3877787807814457e-17,-0.4
000100,1.3877787807814457e-17,-0.5
000101,1.3877787807814457e-17,-0.4
000102,1.3877787807814457e-17,-0.30000000000000004
000103,1.3877787807814457e-17,-0.20000000000000004
000104,1.3877787807814457e-17,-0.10000000000000003
000105,0.05000000000000002,-0.10000000000000003
000106,0.10000000000000002,-0.10000000000000003
000107,0.10000000000000002,-0.20000000000000004
000108,0.10000000000000002,-0.10000000000000003
000109,0.15000000000000002,-0.10000000000000003
000110,0.15000000000000002,-0.20000000000000004
000111,0.15000000000000002,-0.30000000000000004
000112,0.15000000000000002,-0.20000000000000004
000113,0.15000000000000002,-0.30000000000000004
000114,0.15000000000000002,-0.4
000115,0.15000000000000002,-0.30000000000000004
